0x5f65f7b609678448494de4c87521cdf6cef1e932,SAND,46487659.97
0x5f65f7b609678448494de4c87521cdf6cef1e932,MANA,46014643.44
0x5f65f7b609678448494de4c87521cdf6cef1e932,AMP,45844684.43
0x6262998ced04146fa42253a5c0af90ca02dfd2a3,SHIB,918334777.99
0x6262998ced04146fa42253a5c0af90ca02dfd2a3,USDC,105439969.67
0x6262998ced04146fa42253a5c0af90ca02dfd2a3,SAND,86804562.19
0x6262998ced04146fa42253a5c0af90ca02dfd2a3,USDT,63053388.36
0xf60c2ea62edbfe808163751dd0d8693dcb30019c,BUSD,38109358.19
0xf60c2ea62edbfe808163751dd0d8693dcb30019c,SHIB,23096417.19
0xf60c2ea62edbfe808163751dd0d8693dcb30019c,MANA,22722799.71
0xf60c2ea62edbfe808163751dd0d8693dcb30019c,BNB,18556215.23
0x9a1989946ae4249aac19ac7a038d24aab03c3d8c,RNDR,31011359.52
0x9a1989946ae4249aac19ac7a038d24aab03c3d8c,USDT,5541086.36
0x9a1989946ae4249aac19ac7a038d24aab03c3d8c,USDC,1635989.48
0x72a53cdbbcc1b9efa39c834a540550e23463aacb,SHIB,1458956541.52
0x72a53cdbbcc1b9efa39c834a540550e23463aacb,SAND,137581059.42
0x72a53cdbbcc1b9efa39c834a540550e23463aacb,MANA,99471685.68
0x72a53cdbbcc1b9efa39c834a540550e23463aacb,ENJ,95309406.40
0x1522900b6dafac587d499a862861c0869be6e428,SAND,24972542.22
0x1522900b6dafac587d499a862861c0869be6e428,USDT,15201599.90
0x1522900b6dafac587d499a862861c0869be6e428,OMG,10657103.98
0x1522900b6dafac587d499a862861c0869be6e428,MATIC,5963596.32
0x1522900b6dafac587d499a862861c0869be6e428,USDC,5947835.38
0xf35a6bd6e0459a4b53a27862c51a2a7292b383d1,SAND,50795557.35
0xf35a6bd6e0459a4b53a27862c51a2a7292b383d1,SHIB,47552292.14
0xf35a6bd6e0459a4b53a27862c51a2a7292b383d1,MANA,18768076.45
0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2,CEL,241793640.22
0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2,WBTC,170397006.01
0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2,SXP,154378464.34
0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2,stETH,150350611.00
0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2,USDP,142057621.84
0xee672576413977371d96a08aad399df3ef33051e,OMG,322484.40
0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,COCOS,23250295774.92
0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,CMT,255276.25
0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,CANDY,117555.99
0x3507e4978e0eb83315d20df86ca0b976c0e40ccb,USDT,39846112.57
0x3507e4978e0eb83315d20df86ca0b976c0e40ccb,MATIC,789757.99
0x3507e4978e0eb83315d20df86ca0b976c0e40ccb,AUDIO,423061.99
0x7793cd85c11a924478d358d49b05b37e91b5810f,THETA,113325717.03
0x7793cd85c11a924478d358d49b05b37e91b5810f,MANA,17743614.81
0x7793cd85c11a924478d358d49b05b37e91b5810f,BLZ,1593287.39
0x02eca8cc78b7d30c1ac5e16988ed2c8a9da658d6,CVC,125798.79
0x02eca8cc78b7d30c1ac5e16988ed2c8a9da658d6,AST,112692.51
0x187e3534f461d7c59a7d6899a983a5305b48f93f,MANA,8848846.06
0x187e3534f461d7c59a7d6899a983a5305b48f93f,DYDX,5202983.64
0x187e3534f461d7c59a7d6899a983a5305b48f93f,HOT,4302760.30
0x187e3534f461d7c59a7d6899a983a5305b48f93f,CELR,3260610.00
0x1c7013b6c7250e6a8d6f87f22aa19fa8db89694f,RLC,380000.00
0xd6216fc19db775df9774a6e33526131da7d19a2c,KCS,1523155279.32
0xd6216fc19db775df9774a6e33526131da7d19a2c,ELON,95502209.14
0xd6216fc19db775df9774a6e33526131da7d19a2c,MANA,71241967.30
0x73f9b272abda7a97cb1b237d85f9a7236edb6f16,GRT,1859865.42
0x6455327f820edd69c4cd665b995e0fec679d7f9e,SHIB,20023010.81
0x6455327f820edd69c4cd665b995e0fec679d7f9e,MANA,11303109.15
0xd39b3ccf9ecac0c8013ea30700dea9c6c539ae49,MANA,7215350.17
0xd39b3ccf9ecac0c8013ea30700dea9c6c539ae49,BUSD,7028753.23
0xd39b3ccf9ecac0c8013ea30700dea9c6c539ae49,SHIB,1969782.43
0xd39b3ccf9ecac0c8013ea30700dea9c6c539ae49,BAT,1090676.76
0xd39b3ccf9ecac0c8013ea30700dea9c6c539ae49,USDC,1046850.80
0xa89a1278ac85367f38bdf6746658ce2b9875526e,KP3R,989388.73
0xa89a1278ac85367f38bdf6746658ce2b9875526e,BADGER,758477.92
0xa89a1278ac85367f38bdf6746658ce2b9875526e,KEY,740022.75
0xa89a1278ac85367f38bdf6746658ce2b9875526e,SUPER,735198.05
0x3bac7400123bde8bbe813fbb781796d470164a1c,STPT,1008960.57
0x3bac7400123bde8bbe813fbb781796d470164a1c,CHZ,924021.48
0x3bac7400123bde8bbe813fbb781796d470164a1c,1INCH,357437.12
0x3bac7400123bde8bbe813fbb781796d470164a1c,AAVE,290528.68
0x909fcf5ee87a5c9827210edd2a21b35b9c24d967,MANA,387096.26
0x909fcf5ee87a5c9827210edd2a21b35b9c24d967,ENJ,297784.37
0x909fcf5ee87a5c9827210edd2a21b35b9c24d967,ANKR,101970.10
0x1ce8d873c4ee3987893b5eb8ed3f5d04fa4b4cae,SAND,17059229.93
0x1ce8d873c4ee3987893b5eb8ed3f5d04fa4b4cae,MANA,13838870.59
0x1ce8d873c4ee3987893b5eb8ed3f5d04fa4b4cae,ENJ,3887122.62
0x1ce8d873c4ee3987893b5eb8ed3f5d04fa4b4cae,SXP,2972677.68
0x1ce8d873c4ee3987893b5eb8ed3f5d04fa4b4cae,HT,2288690.08
0x3a9e6cf4e3157670a3b991c25d6f4fcbd9419c03,DAWN,6190045.33
0x3a9e6cf4e3157670a3b991c25d6f4fcbd9419c03,MANA,4032397.86
0x3a9e6cf4e3157670a3b991c25d6f4fcbd9419c03,DYDX,1668668.81
0x3a9e6cf4e3157670a3b991c25d6f4fcbd9419c03,BAT,827854.97
0xcc9e50602a5086de3aae5ca48bc849f110cea9a3,UNI-V2,154585.85
0xd160c2767651df3b6bd4bc6c8e5f3a2c2031b4bd,RNDR,627714.99
0x75919e7a5877b7d7821904092636892f20505d84,BAT,230979.13
0x75919e7a5877b7d7821904092636892f20505d84,ZRX,151763.14
0x0ad0044712d0f018eebcda8fe2c771cc4df8f704,BAT,499313.92
0x0ad0044712d0f018eebcda8fe2c771cc4df8f704,MANA,450475.74
0x0ad0044712d0f018eebcda8fe2c771cc4df8f704,AAVE,327240.52
0xc9f5296eb3ac266c94568d790b6e91eba7d76a11,USDT,1225820.28
0xc9f5296eb3ac266c94568d790b6e91eba7d76a11,MANA,1220020.32
0xc9f5296eb3ac266c94568d790b6e91eba7d76a11,SHIB,492369.67
0xc9f5296eb3ac266c94568d790b6e91eba7d76a11,UNI,438651.91
0xf9623fe14733b3ef4f102626a219c9e89a5b5aae,BUSD,4995053.05
0x32a3cd2e04a05690c553d830477ad9d43e6e3d57,DKA,379755.78
0x32a3cd2e04a05690c553d830477ad9d43e6e3d57,MANA,144187.61
0x46340b20830761efd32832a74d7169b29feb9758,SHIB,11349742.46
0x46340b20830761efd32832a74d7169b29feb9758,SAND,7041947.29
0x46340b20830761efd32832a74d7169b29feb9758,MATIC,4761746.24
0x3741f1e0eb8a643a2aea206e255c32984d44ec35,ANKR,174915.56
0xf3e36ad56aa85abdacc18c02d19509ae4f7d5899,DYDX,1517914.54
0xf3e36ad56aa85abdacc18c02d19509ae4f7d5899,CHZ,555634.25
0xf3e36ad56aa85abdacc18c02d19509ae4f7d5899,AAVE,405831.47
0x41db4382862256f37f370bbb6394d864582cde31,DKA,215567.73
0x3adfd8cde1e271521d08a5929b6e9acaed4d8934,GNO,203626.53
0x1c5e269331837415c69b5067f3f0a383676cc1e7,SHIB,19880016.91
0x1c5e269331837415c69b5067f3f0a383676cc1e7,SXP,1210136.96
0x1c5e269331837415c69b5067f3f0a383676cc1e7,ZRX,1045837.88
0x0d0707963952f2fba59dd06f2b425ace40b492fe,BOA,3960005.87
0x0d0707963952f2fba59dd06f2b425ace40b492fe,ANY,3435114.65
0x0d0707963952f2fba59dd06f2b425ace40b492fe,1INCH,1995834.30
0x98d45b17daf59e2676486145542661c7d91ac718,AAVE,335566.19
0x6748f50f686bfbca6fe8ad62b22228b87f31ff2b,MANA,10139755.70
0x6748f50f686bfbca6fe8ad62b22228b87f31ff2b,PRO,5969583.63
0x6748f50f686bfbca6fe8ad62b22228b87f31ff2b,FAIR,5367971.80
