Rank,Address,Quantity,Percentage,Value,Analytics
1,https://bscscan.com/token/0x4c403b1879aa6a79ba9c599a393ccc5d9fd2e788?a=0x9f222617a2ca139c0ac379f0fcb926bd33d629a2,"352,969,514,653.632189528",35.2970%,https://bscscan.com/token/0x4c403b1879aa6a79ba9c599a393ccc5d9fd2e788?a=0x9f222617a2ca139c0ac379f0fcb926bd33d629a2#tokenAnalytics
2,https://bscscan.com/token/0x4c403b1879aa6a79ba9c599a393ccc5d9fd2e788?a=0x000000000000000000000000000000000000dead,"25,538,255,952",2.5538%,https://bscscan.com/token/0x4c403b1879aa6a79ba9c599a393ccc5d9fd2e788?a=0x000000000000000000000000000000000000dead#tokenAnalytics
3,https://bscscan.com/token/0x4c403b1879aa6a79ba9c599a393ccc5d9fd2e788?a=0x2a08ff8003d5edf6ed4a881bbd34f11e1d1a3316,"13,238,233,670.585134916",1.3238%,https://bscscan.com/token/0x4c403b1879aa6a79ba9c599a393ccc5d9fd2e788?a=0x2a08ff8003d5edf6ed4a881bbd34f11e1d1a3316#tokenAnalytics
4,https://bscscan.com/token/0x4c403b1879aa6a79ba9c599a393ccc5d9fd2e788?a=0xf0b5841da8e02b1ae4d6c7ca286c27e787dea92f,"12,093,798,650.191430921",1.2094%,https://bscscan.com/token/0x4c403b1879aa6a79ba9c599a393ccc5d9fd2e788?a=0xf0b5841da8e02b1ae4d6c7ca286c27e787dea92f#tokenAnalytics
5,https://bscscan.com/token/0x4c403b1879aa6a79ba9c599a393ccc5d9fd2e788?a=0xb570ff51174bbbdcddf6b0ac6d742d53518ed34c,"11,380,950,139.48970918",1.1381%,https://bscscan.com/token/0x4c403b1879aa6a79ba9c599a393ccc5d9fd2e788?a=0xb570ff51174bbbdcddf6b0ac6d742d53518ed34c#tokenAnalytics
6,https://bscscan.com/token/0x4c403b1879aa6a79ba9c599a393ccc5d9fd2e788?a=0xcf3fad79bb3080ff50b3c4721af88ee3a1ff1b58,"9,764,671,237.988773607",0.9765%,https://bscscan.com/token/0x4c403b1879aa6a79ba9c599a393ccc5d9fd2e788?a=0xcf3fad79bb3080ff50b3c4721af88ee3a1ff1b58#tokenAnalytics
7,https://bscscan.com/token/0x4c403b1879aa6a79ba9c599a393ccc5d9fd2e788?a=0x4c403b1879aa6a79ba9c599a393ccc5d9fd2e788,"8,293,565,524.268513577",0.8294%,https://bscscan.com/token/0x4c403b1879aa6a79ba9c599a393ccc5d9fd2e788?a=0x4c403b1879aa6a79ba9c599a393ccc5d9fd2e788#tokenAnalytics
8,https://bscscan.com/token/0x4c403b1879aa6a79ba9c599a393ccc5d9fd2e788?a=0x32cdb175456e81a52d563d2565cd4bb95d8b8f12,"8,127,255,852",0.8127%,https://bscscan.com/token/0x4c403b1879aa6a79ba9c599a393ccc5d9fd2e788?a=0x32cdb175456e81a52d563d2565cd4bb95d8b8f12#tokenAnalytics
9,https://bscscan.com/token/0x4c403b1879aa6a79ba9c599a393ccc5d9fd2e788?a=0xa82f71359b77260f2f4354ca5c8782698d5d1bea,"7,793,029,810.614656489",0.7793%,https://bscscan.com/token/0x4c403b1879aa6a79ba9c599a393ccc5d9fd2e788?a=0xa82f71359b77260f2f4354ca5c8782698d5d1bea#tokenAnalytics
10,https://bscscan.com/token/0x4c403b1879aa6a79ba9c599a393ccc5d9fd2e788?a=0x1eeb56947175d06a8583169b3534ab5746c71404,"7,633,587,037.610972881",0.7634%,https://bscscan.com/token/0x4c403b1879aa6a79ba9c599a393ccc5d9fd2e788?a=0x1eeb56947175d06a8583169b3534ab5746c71404#tokenAnalytics
